passenger_id,origin,destination,appear_time,board_time,arrival_time,status,wait_time,travel_time,total_time,assigned_vehicle,vehicle_type
P3233,8577820,8592374,13666.031731875542,13938.0,14220.0,ARRIVED,271.9682681244576,282.0,553.9682681244576,,Bus
P3234,8589141,8589161,14043.567212991242,14227.0,14729.0,ARRIVED,183.43278700875817,502.0,685.4327870087582,,Bus
P3235,8589141,8589161,14272.776238310325,14821.0,15382.0,ARRIVED,548.2237616896746,561.0,1109.2237616896746,,Bus
P3236,8589141,8589161,14335.032126082964,14821.0,15382.0,ARRIVED,485.96787391703583,561.0,1046.9678739170358,,Bus
P3237,8589141,8589161,14395.970146554007,14821.0,15382.0,ARRIVED,425.02985344599256,561.0,986.0298534459926,,Bus
P3238,8589152,8589161,13818.77714793708,14270.0,14729.0,ARRIVED,451.2228520629196,459.0,910.2228520629196,,Bus
P3239,8589152,8589161,14351.156059470719,14877.0,15382.0,ARRIVED,525.8439405292811,505.0,1030.843940529281,,Bus
P3240,8589138,8592374,14024.726141143674,14340.0,14835.0,ARRIVED,315.2738588563261,495.0,810.2738588563261,,Bus
P3241,8591766,8592374,13913.358424537802,13925.0,14364.0,ARRIVED,11.64157546219758,439.0,450.6415754621976,,Bus
P3242,8591766,8592374,13966.875347227646,14408.0,14835.0,ARRIVED,441.12465277235424,427.0,868.1246527723542,,Bus
P3243,8591766,8592374,14083.843502956304,14408.0,14835.0,ARRIVED,324.1564970436957,427.0,751.1564970436957,,Bus
P3244,8591766,8592374,14125.999847788224,14408.0,14835.0,ARRIVED,282.00015221177637,427.0,709.0001522117764,,Bus
P3245,8591766,8592374,14158.470202093255,14408.0,14835.0,ARRIVED,249.52979790674544,427.0,676.5297979067454,,Bus
P3246,8587255,8592374,13938.9460292114,14127.0,14364.0,ARRIVED,188.05397078860005,237.0,425.05397078860005,,Bus
P3247,8587255,8592374,14042.430929644932,14127.0,14364.0,ARRIVED,84.5690703550681,237.0,321.5690703550681,,Bus
P3248,8587255,8592374,14086.326341874774,14127.0,14364.0,ARRIVED,40.67365812522621,237.0,277.6736581252262,,Bus
P3249,8587255,8592374,14091.367376531693,14127.0,14364.0,ARRIVED,35.63262346830743,237.0,272.63262346830743,,Bus
P3250,8587255,8592374,14094.522312972967,14127.0,14364.0,ARRIVED,32.477687027032516,237.0,269.4776870270325,,Bus
P3251,8587255,8592374,14175.306594164713,14612.0,14835.0,ARRIVED,436.6934058352872,223.0,659.6934058352872,,Bus
P3252,8587255,8592374,14318.868803976686,14612.0,14835.0,ARRIVED,293.13119602331426,223.0,516.1311960233143,,Bus
P3253,8587255,8592374,14395.953558605474,14612.0,14835.0,ARRIVED,216.04644139452648,223.0,439.0464413945265,,Bus
P3254,8589161,8589141,13816.998983896703,13918.0,14474.0,ARRIVED,101.00101610329693,556.0,657.0010161032969,,Bus
P3255,8589161,8589141,14045.445604505652,14350.0,14898.0,ARRIVED,304.5543954943478,548.0,852.5543954943478,,Bus
P3256,8589161,8589141,14180.74035012387,14350.0,14898.0,ARRIVED,169.25964987613042,548.0,717.2596498761304,,Bus
P3257,8589161,8589152,13837.56461000056,13918.0,14421.0,ARRIVED,80.4353899994403,503.0,583.4353899994403,,Bus
P3258,8589161,8589138,13926.321834366747,14350.0,14751.0,ARRIVED,423.67816563325323,401.0,824.6781656332532,,Bus
P3259,8589161,8587255,14077.469862531378,14260.0,14380.0,ARRIVED,182.53013746862234,120.0,302.53013746862234,,Bus
P3260,8589161,8589131,14203.783595430072,14729.0,15461.0,ARRIVED,525.2164045699283,732.0,1257.2164045699283,,Bus
